oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R35,actions/3/action_code,R55,actions/4/action_code,AI,flop
11.177,0.49041,29.721,0.50959,0.9116445059,1.405383423,F,0.43439,C,0.38798,R36.8,0.06368,R48.4,0.04437,RAI,0.06958,2h2d2c
9.61057,0.48162,31.2847,0.51838,0.7981869258,1.45423677,F,0.48481,C,0.30368,R36.8,0.08091,R48.4,0.05472,RAI,0.07588,3h2h2d
10.6179,0.48225,30.2849,0.51775,0.8806933939,1.409476257,F,0.42317,C,0.40487,R36.8,0.13384,R48.4,0.00153,RAI,0.03659,3h2d2c
9.66967,0.48285,31.2307,0.51715,0.8010496343,1.455179947,F,0.48441,C,0.30115,R36.8,0.0808,R48.4,0.05404,RAI,0.07959,3h3d2h
10.6852,0.48279,30.2176,0.51721,0.8852842712,1.407812489,F,0.42213,C,0.40752,R36.8,0.13305,R48.4,0.00155,RAI,0.03575,3d3c2h
11.2094,0.49019,29.6884,0.50981,0.9147008104,1.403235793,F,0.43823,C,0.38326,R36.8,0.06817,R48.4,0.04761,RAI,0.06273,3h3d3c
9.73751,0.48065,31.1678,0.51935,0.810361766,1.446100024,F,0.48227,C,0.32125,R36.8,0.08232,R48.4,0.04953,RAI,0.06463,4h2h2d
10.5088,0.48422,30.3922,0.51578,0.8680988005,1.41987226,F,0.42229,C,0.41364,R36.8,0.14931,R48.4,0.00327,RAI,0.0115,4h2d2c
7.33185,0.48756,33.5314,0.51244,0.6015136592,1.576741254,F,0.47197,C,0.4257,R36.8,0.06641,R48.4,0.02225,RAI,0.01367,4h3h2h
6.40265,0.45337,34.5117,0.54663,0.5648939992,1.521333852,F,0.52938,C,0.23478,R36.8,0.06502,R48.4,0.06305,RAI,0.10777,4h3h2d
6.31522,0.45062,34.5915,0.54938,0.5605805282,1.517221429,F,0.53063,C,0.23251,R36.8,0.06626,R48.4,0.0631,RAI,0.1075,4h3d2h
6.30869,0.45598,34.5825,0.54402,0.5534181351,1.531768194,F,0.53023,C,0.23728,R36.8,0.06485,R48.4,0.06161,RAI,0.10602,4d3h2h
7.10455,0.46625,33.8017,0.53375,0.609505617,1.525991715,F,0.4973,C,0.30947,R36.8,0.08983,R48.4,0.04714,RAI,0.05627,4h3d2c
9.5383,0.47557,31.3683,0.52443,0.8022625225,1.441305544,F,0.47947,C,0.33325,R36.8,0.06824,R48.4,0.04847,RAI,0.07057,4h3h3d
