oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,action_code,Check,action_code,B33,action_code,B66,action_code,B130,action_code,AI,flop
6.50454,0.47557,9.39473,0.52443,0.8289306496,1.085707487,X,0.40828,R5.45,0.58674,R10.9,0.00498,R21.45,0,RAI,0,Th4h3h
6.75078,0.4821,9.14897,0.5179,0.8486583277,1.070637227,X,0.24379,R5.45,0.51075,R10.9,0.24546,R21.45,0,RAI,0,Td4h3h
6.64343,0.4811,9.25642,0.5189,0.8368990671,1.081123886,X,0.25042,R5.45,0.28118,R10.9,0.4684,R21.45,0,RAI,0,Th4h3d
6.67518,0.48119,9.22489,0.51881,0.8407414212,1.07762814,X,0.25049,R5.45,0.32839,R10.9,0.42111,R21.45,0,RAI,0,Th4d3h
6.4068,0.47976,9.49319,0.52024,0.8093440548,1.105921935,X,0.25586,R5.45,0.12714,R10.9,0.617,R21.45,0,RAI,0,Th4d3c
5.02209,0.44953,10.8781,0.55047,0.6770829192,1.197664146,X,0.00638,R5.45,0.58345,R10.9,0.41017,R21.45,0,RAI,0,Th4h4d
4.60163,0.44605,11.2982,0.55395,0.6252363788,1.236105375,X,0.00008,R5.45,0.61718,R10.9,0.38273,R21.45,0.00001,RAI,0,Th4d4c
6.44376,0.4732,9.45666,0.5268,0.8252977802,1.087947894,X,0.39222,R5.45,0.60321,R10.9,0.00457,R21.45,0,RAI,0,Th5h2h
6.51364,0.47802,9.38645,0.52198,0.8258358352,1.089842063,X,0.20073,R5.45,0.48247,R10.9,0.3168,R21.45,0,RAI,0,Th5d2h
6.38644,0.47668,9.51364,0.52332,0.8119848725,1.101781407,X,0.18803,R5.45,0.40851,R10.9,0.40346,R21.45,0,RAI,0,Th5h2d
6.53362,0.47827,9.36672,0.52173,0.8279360345,1.088072386,X,0.17583,R5.45,0.68762,R10.9,0.13655,R21.45,0,RAI,0,Td5h2h
6.16118,0.47567,9.739,0.52433,0.785008182,1.125707896,X,0.21612,R5.45,0.22873,R10.9,0.55515,R21.45,0,RAI,0,Th5d2c
6.33325,0.47341,9.56637,0.52659,0.8107841569,1.101008397,X,0.3234,R5.45,0.66976,R10.9,0.00684,R21.45,0,RAI,0,Th5h3h
6.53632,0.48086,9.36346,0.51914,0.8238169591,1.093120148,X,0.19156,R5.45,0.53718,R10.9,0.27126,R21.45,0,RAI,0,Td5h3h
6.50013,0.48056,9.39993,0.51944,0.8197671041,1.096744056,X,0.21623,R5.45,0.35718,R10.9,0.42659,R21.45,0,RAI,0,Th5d3h
6.41424,0.47981,9.48569,0.52019,0.810199478,1.105154481,X,0.21083,R5.45,0.29753,R10.9,0.49164,R21.45,0,RAI,0,Th5h3d
6.19312,0.47918,9.70703,0.52082,0.7832977166,1.129574214,X,0.22821,R5.45,0.15643,R10.9,0.61536,R21.45,0,RAI,0,Th5d3c
6.70134,0.48213,9.19863,0.51787,0.8423907198,1.076510973,X,0.47628,R5.45,0.5197,R10.9,0.00402,R21.45,0,RAI,0,Th5h4h
7.1047,0.48864,8.79547,0.51136,0.8811965353,1.042433536,X,0.32227,R5.45,0.30945,R10.9,0.36828,R21.45,0,RAI,0,Th5h4d
7.1489,0.48922,8.75105,0.51078,0.8856274774,1.038346628,X,0.33337,R5.45,0.32962,R10.9,0.33701,R21.45,0,RAI,0,Th5d4h
7.30033,0.49132,8.59959,0.50868,0.9005215331,1.024587767,X,0.37275,R5.45,0.56428,R10.9,0.06297,R21.45,0,RAI,0,Td5h4h
6.97937,0.48846,8.9206,0.51154,0.8659708565,1.056891788,X,0.3242,R5.45,0.06162,R10.9,0.61418,R21.45,0,RAI,0,Th5d4c
5.33569,0.45155,10.5644,0.54845,0.7161447191,1.16740896,X,0.00355,R5.45,0.721,R10.9,0.27545,R21.45,0,RAI,0,Th5h5d
4.96117,0.4488,10.939,0.5512,0.6699576275,1.202775286,X,0.00019,R5.45,0.72927,R10.9,0.27054,R21.45,0,RAI,0,Th5d5c
6.55941,0.47757,9.34063,0.52243,0.8324224889,1.083587771,X,0.44805,R5.45,0.54743,R10.9,0.00452,R21.45,0,RAI,0,Th6h2h
6.61328,0.48287,9.28697,0.51713,0.8300470668,1.088404572,X,0.22371,R5.45,0.37459,R10.9,0.4017,R21.45,0,RAI,0,Th6h2d
6.73411,0.48444,9.16596,0.51556,0.8424735207,1.077493943,X,0.24598,R5.45,0.45072,R10.9,0.3033,R21.45,0,RAI,0,Th6d2h
6.74231,0.48442,9.15815,0.51558,0.8435342266,1.076533959,X,0.23288,R5.45,0.66695,R10.9,0.10017,R21.45,0,RAI,0,Td6h2h
6.41561,0.48281,9.48451,0.51719,0.8053371846,1.111426818,X,0.23901,R5.45,0.15458,R10.9,0.60642,R21.45,0,RAI,0,Th6d2c
6.4749,0.4783,9.4251,0.5217,0.8204435784,1.094916954,X,0.38952,R5.45,0.60587,R10.9,0.00461,R21.45,0,RAI,0,Th6h3h
6.71724,0.48679,9.18278,0.51321,0.8363060965,1.084414058,X,0.23464,R5.45,0.34015,R10.9,0.42521,R21.45,0,RAI,0,Th6h3d
6.79553,0.48778,9.10427,0.51222,0.8443361546,1.077220552,X,0.24767,R5.45,0.40873,R10.9,0.3436,R21.45,0,RAI,0,Th6d3h
6.81318,0.48779,9.08695,0.51221,0.8465118348,1.075192301,X,0.2387,R5.45,0.59865,R10.9,0.16265,R21.45,0,RAI,0,Td6h3h
6.54222,0.48721,9.35772,0.51279,0.8138137237,1.105978161,X,0.25105,R5.45,0.12285,R10.9,0.62609,R21.45,0,RAI,0,Th6d3c
6.53661,0.48077,9.36359,0.51923,0.8240077296,1.092945917,X,0.40739,R5.45,0.58676,R10.9,0.00585,R21.45,0,RAI,0,Th6h4h
6.97937,0.49099,8.92087,0.50901,0.8615086198,1.062177088,X,0.28791,R5.45,0.36449,R10.9,0.34761,R21.45,0,RAI,0,Th6h4d
7.0245,0.49181,8.87564,0.50819,0.8656336216,1.058497011,X,0.29884,R5.45,0.39228,R10.9,0.30889,R21.45,0,RAI,0,Th6d4h
7.03733,0.49183,8.86256,0.50817,0.8671794423,1.05697868,X,0.29042,R5.45,0.62228,R10.9,0.08729,R21.45,0,RAI,0,Td6h4h
6.83856,0.49162,9.06136,0.50838,0.8430458171,1.080241866,X,0.29903,R5.45,0.10088,R10.9,0.60008,R21.45,0,RAI,0,Th6d4c
6.58772,0.48152,9.31228,0.51848,0.8291571585,1.088529133,X,0.45259,R5.45,0.54211,R10.9,0.0053,R21.45,0,RAI,0,Th6h5h
7.06045,0.491,8.84002,0.509,0.8714991205,1.052571307,X,0.30136,R5.45,0.49245,R10.9,0.20619,R21.45,0,RAI,0,Th6d5h
7.18583,0.49283,8.71468,0.50717,0.8836816919,1.041391219,X,0.35664,R5.45,0.62534,R10.9,0.01803,R21.45,0,RAI,0,Td6h5h
7.06237,0.49083,8.83761,0.50917,0.8720379966,1.051933041,X,0.30096,R5.45,0.49824,R10.9,0.2008,R21.45,0,RAI,0,Th6h5d
6.93667,0.49129,8.96343,0.50871,0.8557150141,1.067873991,X,0.28566,R5.45,0.17478,R10.9,0.53956,R21.45,0,RAI,0,Th6d5c
5.56239,0.45677,10.3377,0.54323,0.7380400077,1.153331487,X,0.00641,R5.45,0.75591,R10.9,0.23768,R21.45,0,RAI,0,Th6h6d
5.21513,0.45475,10.6852,0.54525,0.6950378777,1.18768429,X,0.00179,R5.45,0.6749,R10.9,0.32331,R21.45,0,RAI,0,Th6d6c
6.3895,0.47259,9.51045,0.52741,0.8194046282,1.092870752,X,0.39727,R5.45,0.59783,R10.9,0.00491,R21.45,0,RAI,0,Th7h2h
6.3612,0.47709,9.53924,0.52291,0.8080807879,1.105612346,X,0.13357,R5.45,0.7883,R10.9,0.07812,R21.45,0,RAI,0,Th7d2h
6.38464,0.47738,9.51586,0.52262,0.810565767,1.103514483,X,0.14659,R5.45,0.83748,R10.9,0.01593,R21.45,0,RAI,0,Td7h2h
6.26872,0.4758,9.63089,0.5242,0.7984918606,1.113487737,X,0.1141,R5.45,0.69024,R10.9,0.19566,R21.45,0,RAI,0,Th7h2d
6.02226,0.47517,9.87775,0.52483,0.7681155721,1.140658037,X,0.12529,R5.45,0.45327,R10.9,0.42144,R21.45,0,RAI,0,Th7d2c
6.30877,0.47442,9.59076,0.52558,0.8059308186,1.105936695,X,0.33697,R5.45,0.65786,R10.9,0.00517,R21.45,0,RAI,0,Th7h3h
6.41997,0.48193,9.4801,0.51807,0.8073560538,1.109022941,X,0.14182,R5.45,0.60249,R10.9,0.25568,R21.45,0,RAI,0,Th7d3h
6.46324,0.48226,9.43708,0.51774,0.8122413908,1.104693965,X,0.13428,R5.45,0.82232,R10.9,0.04339,R21.45,0.00001,RAI,0,Td7h3h
6.36465,0.48122,9.535,0.51878,0.8015800347,1.113918783,X,0.13276,R5.45,0.54181,R10.9,0.32544,R21.45,0,RAI,0,Th7h3d
6.11229,0.48123,9.78718,0.51877,0.7697812264,1.143401593,X,0.14008,R5.45,0.34876,R10.9,0.51116,R21.45,0,RAI,0,Th7d3c
6.42108,0.47855,9.47892,0.52145,0.813198999,1.101697224,X,0.36626,R5.45,0.62757,R10.9,0.00618,R21.45,0,RAI,0,Th7h4h
6.7667,0.48767,9.1333,0.51233,0.8409436996,1.080423414,X,0.21697,R5.45,0.57747,R10.9,0.20555,R21.45,0,RAI,0,Th7h4d
6.8221,0.48856,9.07854,0.51144,0.84628423,1.075814482,X,0.23212,R5.45,0.75179,R10.9,0.01609,R21.45,0,RAI,0,Td7h4h
6.78702,0.4882,9.11311,0.5118,0.8425533603,1.07915139,X,0.22198,R5.45,0.60688,R10.9,0.17114,R21.45,0,RAI,0,Th7d4h
6.59137,0.48813,9.3085,0.51187,0.8183823438,1.102138245,X,0.19474,R5.45,0.33605,R10.9,0.46921,R21.45,0,RAI,0,Th7d4c
6.23532,0.47571,9.66435,0.52429,0.794387723,1.117164407,X,0.28389,R5.45,0.70936,R10.9,0.00675,R21.45,0,RAI,0,Th7h5h
6.57098,0.48636,9.32886,0.51364,0.8188198155,1.100742712,X,0.1699,R5.45,0.60132,R10.9,0.22878,R21.45,0,RAI,0,Th7d5h
6.60053,0.4865,9.29965,0.5135,0.8222654353,1.097595307,X,0.175,R5.45,0.59663,R10.9,0.22838,R21.45,0,RAI,0,Th7h5d
6.62622,0.48679,9.27368,0.51321,0.8249740206,1.09514857,X,0.16801,R5.45,0.80142,R10.9,0.02971,R21.45,0.00087,RAI,0,Td7h5h
6.38886,0.48698,9.5109,0.51302,0.7951120314,1.123578375,X,0.15585,R5.45,0.39081,R10.9,0.45333,R21.45,0,RAI,0,Th7d5c
6.82807,0.4875,9.07189,0.5125,0.8488665109,1.072802967,X,0.54605,R5.45,0.44875,R10.9,0.0052,R21.45,0,RAI,0,Th7h6h
7.39225,0.49708,8.50764,0.50292,0.9012938698,1.025241723,X,0.55101,R5.45,0.44467,R10.9,0.00433,R21.45,0,RAI,0,Th7h6d
7.36842,0.49668,8.53184,0.50332,0.8991119519,1.027340963,X,0.53729,R5.45,0.45804,R10.9,0.00467,R21.45,0,RAI,0,Th7d6h
7.48,0.49919,8.41957,0.50081,0.9081378474,1.018903257,X,0.62558,R5.45,0.37363,R10.9,0.00078,R21.45,0,RAI,0,Td7h6h
7.42321,0.49796,8.47726,0.50204,0.9034691999,1.02337121,X,0.36685,R5.45,0.61603,R10.9,0.01712,R21.45,0,RAI,0,Th7d6c
5.27681,0.45018,10.6234,0.54982,0.7103973546,1.171005786,X,0.00011,R5.45,0.83528,R10.9,0.16461,R21.45,0,RAI,0,Th7h7d
4.92378,0.44797,10.9766,0.55203,0.6661403777,1.205090314,X,0.00002,R5.45,0.75308,R10.9,0.2469,R21.45,0,RAI,0,Th7d7c
6.42131,0.47282,9.47931,0.52718,0.8230833902,1.089767482,X,0.41716,R5.45,0.57772,R10.9,0.00512,R21.45,0,RAI,0,Th8h2h
6.3118,0.47441,9.58795,0.52559,0.8063348908,1.105591547,X,0.13329,R5.45,0.84784,R10.9,0.01888,R21.45,0,RAI,0,Th8d2h
6.29778,0.47419,9.60269,0.52581,0.8049171034,1.106827928,X,0.14575,R5.45,0.83876,R10.9,0.01549,R21.45,0,RAI,0,Td8h2h
6.3625,0.47511,9.53791,0.52489,0.811614314,1.101288219,X,0.13177,R5.45,0.84845,R10.9,0.01978,R21.45,0,RAI,0,Th8h2d
5.97368,0.47209,9.92683,0.52791,0.7668902302,1.139637599,X,0.06691,R5.45,0.64635,R10.9,0.28674,R21.45,0,RAI,0,Th8d2c
6.28636,0.47154,9.61371,0.52846,0.8079728104,1.102541511,X,0.36137,R5.45,0.63366,R10.9,0.00497,R21.45,0,RAI,0,Th8h3h
6.35401,0.47625,9.54612,0.52375,0.8085911335,1.104635228,X,0.1171,R5.45,0.86113,R10.9,0.02177,R21.45,0,RAI,0,Th8h3d
6.25883,0.47498,9.64116,0.52502,0.7986084408,1.11293422,X,0.10279,R5.45,0.87749,R10.9,0.01972,R21.45,0,RAI,0,Th8d3h
6.24731,0.47476,9.65285,0.52524,0.797507923,1.113816954,X,0.11235,R5.45,0.87352,R10.9,0.01413,R21.45,0,RAI,0,Td8h3h
5.95899,0.47344,9.94132,0.52656,0.7628230008,1.144227169,X,0.05837,R5.45,0.64323,R10.9,0.29839,R21.45,0,RAI,0,Th8d3c
6.41098,0.47724,9.48899,0.52276,0.8141485608,1.100103913,X,0.39511,R5.45,0.59905,R10.9,0.00584,R21.45,0,RAI,0,Th8h4h
6.64273,0.48349,9.25748,0.51651,0.8326743457,1.086250727,X,0.20823,R5.45,0.77129,R10.9,0.02048,R21.45,0,RAI,0,Th8d4h
6.7554,0.48492,9.1446,0.51508,0.8443004969,1.075984708,X,0.24697,R5.45,0.73011,R10.9,0.02292,R21.45,0,RAI,0,Th8h4d
6.63724,0.48332,9.26272,0.51668,0.8322787542,1.086508039,X,0.21874,R5.45,0.76579,R10.9,0.01547,R21.45,0,RAI,0,Td8h4h
6.43388,0.48287,9.46616,0.51713,0.8075301886,1.109405056,X,0.1213,R5.45,0.59329,R10.9,0.2854,R21.45,0,RAI,0,Th8d4c
6.26576,0.47534,9.63412,0.52466,0.7988871544,1.112884667,X,0.34481,R5.45,0.64648,R10.9,0.00871,R21.45,0,RAI,0,Th8h5h
6.52024,0.48295,9.38031,0.51705,0.8182338725,1.099513798,X,0.16109,R5.45,0.81461,R10.9,0.0243,R21.45,0,RAI,0,Th8d5h
6.53084,0.48286,9.37012,0.51714,0.8197168555,1.09812835,X,0.17226,R5.45,0.81407,R10.9,0.01367,R21.45,0,RAI,0,Td8h5h
6.68025,0.48508,9.2199,0.51492,0.8346327274,1.085181834,X,0.21701,R5.45,0.76358,R10.9,0.01941,R21.45,0,RAI,0,Th8h5d
6.3524,0.48319,9.54784,0.51681,0.7967754482,1.119670627,X,0.09461,R5.45,0.6444,R10.9,0.26098,R21.45,0,RAI,0,Th8d5c
6.63306,0.48216,9.26672,0.51784,0.8337556691,1.084542238,X,0.49764,R5.45,0.49603,R10.9,0.00633,R21.45,0,RAI,0,Th8h6h
7.09988,0.49103,8.80011,0.50897,0.8763125759,1.047880953,X,0.46433,R5.45,0.52995,R10.9,0.00572,R21.45,0,RAI,0,Th8h6d
7.02704,0.48994,8.87295,0.51006,0.8692517923,1.054296569,X,0.44235,R5.45,0.5515,R10.9,0.00615,R21.45,0,RAI,0,Td8h6h
6.97694,0.48881,8.92335,0.51119,0.8650495191,1.057941498,X,0.4023,R5.45,0.59019,R10.9,0.0075,R21.45,0,RAI,0,Th8d6h
6.93287,0.48943,8.96745,0.51057,0.8584964656,1.064460971,X,0.22017,R5.45,0.76048,R10.9,0.01935,R21.45,0,RAI,0,Th8d6c
6.51749,0.47721,9.38253,0.52279,0.8277265789,1.087699035,X,0.46773,R5.45,0.52755,R10.9,0.00473,R21.45,0,RAI,0,Th8h7h
6.6844,0.48026,9.21595,0.51974,0.8435329701,1.074657407,X,0.40574,R5.45,0.59345,R10.9,0.00081,R21.45,0,RAI,0,Th8d7h
6.76639,0.48202,9.13331,0.51798,0.8507618793,1.068639678,X,0.45128,R5.45,0.54714,R10.9,0.00158,R21.45,0,RAI,0,Td8h7h
6.76472,0.48193,9.13551,0.51807,0.8507107641,1.068711406,X,0.44301,R5.45,0.55599,R10.9,0.001,R21.45,0,RAI,0,Th8h7d
6.60413,0.47995,9.29572,0.52005,0.8339416218,1.083313119,X,0.2529,R5.45,0.74656,R10.9,0.00054,R21.45,0,RAI,0,Th8d7c
5.51595,0.44798,10.384,0.55202,0.746238721,1.140059663,X,0.00004,R5.45,0.97943,R10.9,0.02053,R21.45,0,RAI,0,Th8h8d
4.89725,0.44228,11.0028,0.55772,0.6710749856,1.195652589,X,0.00001,R5.45,0.87185,R10.9,0.12813,R21.45,0,RAI,0,Th8d8c
6.23233,0.46521,9.66746,0.53479,0.8119278774,1.095582782,X,0.40725,R5.45,0.58646,R10.9,0.00629,R21.45,0,RAI,0,Th9h2h
6.21774,0.46574,9.68255,0.53426,0.8091053693,1.098381435,X,0.19398,R5.45,0.79161,R10.9,0.01441,R21.45,0,RAI,0,Td9h2h
6.20525,0.46549,9.69469,0.53451,0.8079136691,1.099244049,X,0.16869,R5.45,0.81508,R10.9,0.01623,R21.45,0,RAI,0,Th9d2h
6.21685,0.46529,9.68344,0.53471,0.8097719012,1.097557882,X,0.15202,R5.45,0.83076,R10.9,0.01722,R21.45,0,RAI,0,Th9h2d
5.8648,0.46255,10.035,0.53745,0.768441059,1.131607456,X,0.02305,R5.45,0.90176,R10.9,0.07519,R21.45,0,RAI,0,Th9d2c
6.09285,0.46439,9.80704,0.53561,0.7951584688,1.109699317,X,0.34317,R5.45,0.65002,R10.9,0.00681,R21.45,0,RAI,0,Th9h3h
6.21375,0.46721,9.68588,0.53279,0.8060420504,1.101790587,X,0.13301,R5.45,0.84948,R10.9,0.0175,R21.45,0,RAI,0,Th9h3d
6.17274,0.46708,9.72719,0.53292,0.8009451397,1.106219816,X,0.15482,R5.45,0.82877,R10.9,0.01641,R21.45,0,RAI,0,Td9h3h
6.15886,0.46683,9.74166,0.53317,0.7995721497,1.107345988,X,0.12713,R5.45,0.85952,R10.9,0.01335,R21.45,0,RAI,0,Th9d3h
5.8537,0.4648,10.0463,0.5352,0.7632738954,1.137638706,X,0.01757,R5.45,0.89085,R10.9,0.09158,R21.45,0,RAI,0,Th9d3c
6.13057,0.46673,9.76934,0.53327,0.796069878,1.110284066,X,0.3465,R5.45,0.64573,R10.9,0.00777,R21.45,0,RAI,0,Th9h4h
6.36974,0.47113,9.53054,0.52887,0.8194019443,1.09215597,X,0.21563,R5.45,0.76973,R10.9,0.01464,R21.45,0,RAI,0,Td9h4h
6.35746,0.47088,9.54306,0.52912,0.8182564686,1.093073897,X,0.19332,R5.45,0.7912,R10.9,0.01547,R21.45,0,RAI,0,Th9d4h
6.44027,0.47147,9.45996,0.52853,0.8278774728,1.084765115,X,0.21683,R5.45,0.76473,R10.9,0.01844,R21.45,0,RAI,0,Th9h4d
6.11303,0.46932,9.78652,0.53068,0.7894116268,1.117664927,X,0.04744,R5.45,0.90163,R10.9,0.049,R21.45,0.00192,RAI,0,Th9d4c
5.9737,0.46534,9.92642,0.53466,0.7780170113,1.125203392,X,0.26698,R5.45,0.72266,R10.9,0.01036,R21.45,0,RAI,0,Th9h5h
6.38325,0.47249,9.51681,0.52751,0.8187763558,1.093394254,X,0.18395,R5.45,0.79822,R10.9,0.01782,R21.45,0,RAI,0,Th9h5d
6.25196,0.4712,9.64758,0.5288,0.8041312886,1.105714477,X,0.14549,R5.45,0.83784,R10.9,0.01667,R21.45,0,RAI,0,Th9d5h
6.28657,0.47154,9.6138,0.52846,0.8079998379,1.102551792,X,0.16923,R5.45,0.81594,R10.9,0.01483,R21.45,0,RAI,0,Td9h5h
6.04897,0.47062,9.85101,0.52938,0.7789814521,1.127792705,X,0.02254,R5.45,0.92536,R10.9,0.05107,R21.45,0.00103,RAI,0,Th9d5c
6.44597,0.4747,9.45419,0.5253,0.8229720852,1.090769464,X,0.48281,R5.45,0.51222,R10.9,0.00497,R21.45,0,RAI,0,Th9h6h
7.01992,0.48287,8.88005,0.51713,0.8810853401,1.040714738,X,0.57415,R5.45,0.41775,R10.9,0.0081,R21.45,0,RAI,0,Th9d6h
7.0218,0.48317,8.87843,0.51683,0.8807741302,1.041128922,X,0.58443,R5.45,0.40798,R10.9,0.00759,R21.45,0,RAI,0,Td9h6h
7.09898,0.48424,8.80108,0.51576,0.8884875539,1.034199566,X,0.63376,R5.45,0.3598,R10.9,0.00644,R21.45,0,RAI,0,Th9h6d
7.05558,0.48337,8.84428,0.51663,0.884645121,1.037525871,X,0.42137,R5.45,0.56584,R10.9,0.01279,R21.45,0,RAI,0,Th9d6c
6.3041,0.46863,9.59599,0.53137,0.8152842973,1.094482526,X,0.4497,R5.45,0.54638,R10.9,0.00393,R21.45,0,RAI,0,Th9h7h
6.6335,0.47288,9.26676,0.52712,0.8501740486,1.065453439,X,0.47578,R5.45,0.52287,R10.9,0.00135,R21.45,0,RAI,0,Td9h7h
6.58444,0.47178,9.31575,0.52822,0.8458539614,1.068855626,X,0.4432,R5.45,0.55503,R10.9,0.00177,R21.45,0,RAI,0,Th9d7h
6.64673,0.47271,9.25354,0.52729,0.852175978,1.063590477,X,0.48851,R5.45,0.51088,R10.9,0.00061,R21.45,0,RAI,0,Th9h7d
6.51716,0.47097,9.38297,0.52903,0.8386508402,1.074919783,X,0.2972,R5.45,0.70173,R10.9,0.00108,R21.45,0,RAI,0,Th9d7c
6.29828,0.46559,9.60165,0.53441,0.8198499213,1.088898405,X,0.46449,R5.45,0.53495,R10.9,0.00056,R21.45,0,RAI,0,Th9h8h
6.46911,0.46546,9.43116,0.53454,0.8423221575,1.06930343,X,0.55682,R5.45,0.44236,R10.9,0.00082,R21.45,0,RAI,0,Th9h8d
6.48097,0.46602,9.41911,0.53398,0.8428523775,1.069057187,X,0.54875,R5.45,0.44983,R10.9,0.00142,R21.45,0,RAI,0,Th9d8h
6.46075,0.46554,9.43923,0.53446,0.841089099,1.070378578,X,0.5444,R5.45,0.45333,R10.9,0.00227,R21.45,0,RAI,0,Td9h8h
6.40631,0.46349,9.49373,0.53651,0.837690585,1.072445175,X,0.47675,R5.45,0.51759,R10.9,0.00566,R21.45,0,RAI,0,Th9d8c
5.44832,0.4373,10.4526,0.5627,0.7550908057,1.12581009,X,0.02226,R5.45,0.97751,R10.9,0.00023,R21.45,0,RAI,0,Th9h9d
5.00014,0.43279,10.9,0.56721,0.7001982291,1.16465862,X,0.00003,R5.45,0.98885,R10.9,0.01113,R21.45,0,RAI,0,Th9d9c
6.43121,0.46278,9.46924,0.53722,0.8422367141,1.068265038,X,0.11582,R5.45,0.86233,R10.9,0.02185,R21.45,0,RAI,0,ThTd2h
6.02747,0.45784,9.87176,0.54216,0.7978796575,1.103527621,X,0.00255,R5.45,0.75049,R10.9,0.24695,R21.45,0,RAI,0,TdTc2h
6.35825,0.46138,9.54195,0.53862,0.8352084818,1.073669784,X,0.07467,R5.45,0.90128,R10.9,0.02405,R21.45,0,RAI,0,ThTd3h
5.98369,0.45718,9.91687,0.54282,0.7932277681,1.107222389,X,0.00034,R5.45,0.76847,R10.9,0.23119,R21.45,0,RAI,0,TdTc3h
6.55025,0.46355,9.35008,0.53645,0.8564013602,1.056336018,X,0.1377,R5.45,0.85011,R10.9,0.01219,R21.45,0,RAI,0,ThTd4h
6.19252,0.45975,9.70783,0.54025,0.816322466,1.089039067,X,0.00194,R5.45,0.88289,R10.9,0.11516,R21.45,0,RAI,0,TdTc4h
6.36524,0.46137,9.53559,0.53863,0.8361448173,1.072934197,X,0.06218,R5.45,0.9297,R10.9,0.00812,R21.45,0,RAI,0,ThTd5h
6.02818,0.45851,9.87101,0.54149,0.7968075739,1.104808952,X,0.00066,R5.45,0.95176,R10.9,0.04757,R21.45,0,RAI,0,TdTc5h
6.53501,0.46521,9.36443,0.53479,0.8513600558,1.061241347,X,0.19874,R5.45,0.79654,R10.9,0.00473,R21.45,0,RAI,0,ThTd6h
6.28677,0.46324,9.61332,0.53676,0.8225031464,1.085448814,X,0.01222,R5.45,0.94685,R10.9,0.04093,R21.45,0,RAI,0,TdTc6h
6.24459,0.45867,9.65534,0.54133,0.8251248092,1.080989701,X,0.13975,R5.45,0.86025,R10.9,0,R21.45,0,RAI,0,ThTd7h
6.00182,0.45654,9.89862,0.54346,0.7967465745,1.103883137,X,0.00263,R5.45,0.9832,R10.9,0.01417,R21.45,0,RAI,0,TdTc7h
6.10139,0.45379,9.79826,0.54621,0.814872954,1.087189786,X,0.09922,R5.45,0.90078,R10.9,0,R21.45,0,RAI,0,ThTd8h
5.56071,0.44834,10.3391,0.55166,0.7516900687,1.135867651,X,0.00034,R5.45,0.9905,R10.9,0.00916,R21.45,0,RAI,0,TdTc8h
5.86036,0.44259,10.0393,0.55741,0.8024884059,1.091550576,X,0.20543,R5.45,0.79457,R10.9,0,R21.45,0,RAI,0,ThTd9h
5.48756,0.43813,10.4122,0.56187,0.7590883714,1.123113283,X,0.02425,R5.45,0.97575,R10.9,0,R21.45,0,RAI,0,TdTc9h
3.09772,0.43511,12.8027,0.56489,0.4314784751,1.373584562,X,0.00001,R5.45,0.97214,R10.9,0.02784,R21.45,0,RAI,0,ThTdTc
3.3011,0.42004,12.5989,0.57996,0.4763038334,1.316587197,X,0,R5.45,0.48731,R10.9,0.51268,R21.45,0,RAI,0,Jh2h2d
2.6869,0.41319,13.2131,0.58681,0.3941102528,1.364654252,X,0,R5.45,0.58387,R10.9,0.41613,R21.45,0,RAI,0,Jh2d2c
6.24162,0.45501,9.6583,0.54499,0.8313663578,1.074059223,X,0.46675,R5.45,0.53003,R10.9,0.00322,R21.45,0,RAI,0,Jh3h2h
5.52211,0.44571,10.3783,0.55429,0.7508768704,1.134763148,X,0.02814,R5.45,0.80039,R10.9,0.17147,R21.45,0,RAI,0,Jh3h2d
5.51611,0.44571,10.3838,0.55429,0.7500610061,1.135367837,X,0.01384,R5.45,0.96571,R10.9,0.02044,R21.45,0,RAI,0,Jd3h2h
5.57034,0.44627,10.3298,0.55373,0.7564845977,1.130601328,X,0.03575,R5.45,0.81495,R10.9,0.1493,R21.45,0,RAI,0,Jh3d2h
4.98616,0.44025,10.9137,0.55975,0.6864088512,1.181666029,X,0.00044,R5.45,0.6991,R10.9,0.30046,R21.45,0,RAI,0,Jh3d2c
3.56463,0.42023,12.3358,0.57977,0.5140950982,1.289517533,X,0.00002,R5.45,0.53549,R10.9,0.46449,R21.45,0,RAI,0,Jh3h3d
3.00412,0.41384,12.8958,0.58616,0.4399475337,1.333363322,X,0,R5.45,0.63132,R10.9,0.36867,R21.45,0,RAI,0,Jh3d3c
6.29828,0.45689,9.60205,0.54311,0.8354613492,1.071500064,X,0.47688,R5.45,0.51911,R10.9,0.00401,R21.45,0,RAI,0,Jh4h2h
5.67899,0.44848,10.2215,0.55152,0.7674393453,1.123234148,X,0.02009,R5.45,0.96288,R10.9,0.01703,R21.45,0,RAI,0,Jd4h2h
5.75962,0.44921,10.1411,0.55079,0.777070634,1.115878159,X,0.05253,R5.45,0.86341,R10.9,0.08405,R21.45,0.00001,RAI,0,Jh4d2h
5.68614,0.44846,10.2137,0.55154,0.7684398595,1.122334046,X,0.04485,R5.45,0.79134,R10.9,0.16381,R21.45,0,RAI,0,Jh4h2d
5.20521,0.44328,10.6948,0.55672,0.7116659386,1.164268376,X,0.00556,R5.45,0.69146,R10.9,0.30298,R21.45,0,RAI,0,Jh4d2c
6.23184,0.45799,9.66842,0.54201,0.8246627404,1.081095974,X,0.43903,R5.45,0.55711,R10.9,0.00386,R21.45,0,RAI,0,Jh4h3h
