oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R50,actions/3/action_code,R100,actions/4/action_code,R150,actions/5/action_code,AI,flop
1.57103,0.43401,5.2745,0.56599,0.6581457169,1.276584867,F,0.29892,C,0.49712,R6.35,0.19678,R10.9,0.00628,R15.45,0.0009,RAI,0,2h2d2c
1.74031,0.44306,5.11671,0.55694,0.7141696022,1.258518295,F,0.33063,C,0.47689,R6.35,0.18405,R10.9,0.0044,R15.45,0.00403,RAI,0,3h2h2d
1.74065,0.43779,5.11292,0.56221,0.7229078418,1.245797735,F,0.32168,C,0.46152,R6.35,0.21009,R10.9,0.00461,R15.45,0.00211,RAI,0,3h2d2c
1.69643,0.44302,5.1627,0.55698,0.6962255022,1.269738922,F,0.33792,C,0.4641,R6.35,0.19101,R10.9,0.00341,R15.45,0.00356,RAI,0,3h3d2h
1.6608,0.43845,5.19518,0.56155,0.6887070973,1.267328747,F,0.33501,C,0.44561,R6.35,0.20995,R10.9,0.00577,R15.45,0.00366,RAI,0,3d3c2h
1.62,0.43674,5.22857,0.56326,0.6744182992,1.271601817,F,0.31362,C,0.46965,R6.35,0.21417,R10.9,0.00244,R15.45,0.00012,RAI,0,3h3d3c
1.73584,0.44555,5.11921,0.55445,0.7083543255,1.264787885,F,0.3225,C,0.49018,R6.35,0.18027,R10.9,0.00384,R15.45,0.00322,RAI,0,4h2h2d
1.7284,0.43975,5.12087,0.56025,0.7146209302,1.252100092,F,0.30593,C,0.48848,R6.35,0.20073,R10.9,0.00401,R15.45,0.00084,RAI,0,4h2d2c
1.79884,0.46522,5.05769,0.53478,0.7030261457,1.295550008,F,0.3223,C,0.63134,R6.35,0.0425,R10.9,0.00322,R15.45,0.00064,RAI,0,4h3h2h
1.74368,0.45822,5.10301,0.54178,0.6918788439,1.290270029,F,0.29439,C,0.56161,R6.35,0.14063,R10.9,0.0022,R15.45,0.00118,RAI,0,4h3h2d
1.74644,0.45863,5.1001,0.54137,0.6923545301,1.290510878,F,0.29537,C,0.55894,R6.35,0.14183,R10.9,0.00239,R15.45,0.00147,RAI,0,4h3d2h
1.74595,0.45848,5.10098,0.54152,0.6923866935,1.2903759,F,0.29533,C,0.55955,R6.35,0.14199,R10.9,0.00198,R15.45,0.00114,RAI,0,4d3h2h
1.74327,0.45815,5.10179,0.54185,0.6918218693,1.289794913,F,0.28686,C,0.55874,R6.35,0.15316,R10.9,0.00123,R15.45,0.00001,RAI,0,4h3d2c
1.69258,0.44967,5.16255,0.55033,0.6843725939,1.285044697,F,0.32538,C,0.48305,R6.35,0.1849,R10.9,0.0035,R15.45,0.00318,RAI,0,4h3h3d
1.6446,0.44314,5.20667,0.55686,0.6747713767,1.280828936,F,0.3191,C,0.46522,R6.35,0.20931,R10.9,0.00413,R15.45,0.00223,RAI,0,4h3d3c
1.69224,0.44658,5.16475,0.55342,0.6889695126,1.278414232,F,0.33188,C,0.46977,R6.35,0.19279,R10.9,0.00281,R15.45,0.00276,RAI,0,4h4d2h
1.62404,0.4418,5.22898,0.5582,0.6683567282,1.283229374,F,0.32806,C,0.45743,R6.35,0.20584,R10.9,0.00521,R15.45,0.00345,RAI,0,4d4c2h
1.69132,0.45114,5.16428,0.54886,0.6816348052,1.288918104,F,0.32961,C,0.46858,R6.35,0.19432,R10.9,0.00366,R15.45,0.00383,RAI,0,4h4d3h
1.62374,0.44617,5.22843,0.55383,0.6616882475,1.29321854,F,0.3259,C,0.45428,R6.35,0.21222,R10.9,0.00447,R15.45,0.00314,RAI,0,4d4c3h
1.68914,0.43997,5.15941,0.56003,0.6980393346,1.262019024,F,0.31287,C,0.46368,R6.35,0.21901,R10.9,0.00425,R15.45,0.00018,RAI,0,4h4d4c
1.74124,0.44708,5.11226,0.55292,0.7081262974,1.266565852,F,0.3211,C,0.4889,R6.35,0.18291,R10.9,0.00401,R15.45,0.00308,RAI,0,5h2h2d
1.72479,0.43995,5.12256,0.56005,0.7128041488,1.252960518,F,0.30009,C,0.49619,R6.35,0.19897,R10.9,0.00373,R15.45,0.00102,RAI,0,5h2d2c
1.81666,0.46813,5.03779,0.53187,0.7055771515,1.297512898,F,0.31484,C,0.62901,R6.35,0.05295,R10.9,0.0032,R15.45,0,RAI,0,5h3h2h
1.75006,0.46013,5.09667,0.53987,0.6915278643,1.293226078,F,0.29187,C,0.55166,R6.35,0.15363,R10.9,0.0018,R15.45,0.00104,RAI,0,5d3h2h
1.75073,0.46034,5.09556,0.53966,0.6914770756,1.293447648,F,0.29396,C,0.53809,R6.35,0.16453,R10.9,0.00251,R15.45,0.00091,RAI,0,5h3h2d
1.75222,0.46073,5.09444,0.53927,0.6914797609,1.294098526,F,0.29481,C,0.53631,R6.35,0.16566,R10.9,0.00186,R15.45,0.00135,RAI,0,5h3d2h
1.73713,0.45951,5.10669,0.54049,0.6873448402,1.29428223,F,0.2833,C,0.54564,R6.35,0.16916,R10.9,0.00174,R15.45,0.00016,RAI,0,5h3d2c
1.69475,0.45123,5.1586,0.54877,0.6828809298,1.287711611,F,0.32188,C,0.48479,R6.35,0.18622,R10.9,0.00349,R15.45,0.00362,RAI,0,5h3h3d
1.63571,0.44403,5.21366,0.55597,0.6697786797,1.284601598,F,0.31335,C,0.47244,R6.35,0.20706,R10.9,0.00434,R15.45,0.00281,RAI,0,5h3d3c
1.81908,0.46966,5.03402,0.53034,0.7042154058,1.300282372,F,0.31161,C,0.63482,R6.35,0.0495,R10.9,0.00366,R15.45,0.00041,RAI,0,5h4h2h
1.75095,0.46427,5.09478,0.53573,0.68570992,1.302736562,F,0.29068,C,0.54465,R6.35,0.16123,R10.9,0.00256,R15.45,0.00088,RAI,0,5h4h2d
1.75612,0.46522,5.08939,0.53478,0.6863302016,1.303670017,F,0.28939,C,0.54903,R6.35,0.15906,R10.9,0.00176,R15.45,0.00076,RAI,0,5h4d2h
1.75534,0.46511,5.09055,0.53489,0.6861876136,1.303699105,F,0.28882,C,0.55447,R6.35,0.15427,R10.9,0.00188,R15.45,0.00056,RAI,0,5d4h2h
1.74198,0.46476,5.10134,0.53524,0.6814778052,1.305608102,F,0.28203,C,0.54553,R6.35,0.17186,R10.9,0.00058,R15.45,0,RAI,0,5h4d2c
1.80948,0.46965,5.04028,0.53035,0.7005139032,1.301874721,F,0.30389,C,0.6391,R6.35,0.0533,R10.9,0.00371,R15.45,0,RAI,0,5h4h3h
1.73344,0.46405,5.10771,0.53595,0.6791744857,1.305506631,F,0.2761,C,0.58209,R6.35,0.14051,R10.9,0.00115,R15.45,0.00015,RAI,0,5d4h3h
1.73012,0.46333,5.11073,0.53667,0.6789270327,1.304526032,F,0.27648,C,0.57916,R6.35,0.14212,R10.9,0.0019,R15.45,0.00034,RAI,0,5h4h3d
1.73331,0.46397,5.1068,0.53603,0.6792406106,1.305079309,F,0.27596,C,0.57991,R6.35,0.14238,R10.9,0.00148,R15.45,0.00027,RAI,0,5h4d3h
1.74832,0.4656,5.09099,0.5344,0.6827241221,1.305007331,F,0.26848,C,0.58976,R6.35,0.14147,R10.9,0.00028,R15.45,0.00001,RAI,0,5h4d3c
1.69363,0.45746,5.15754,0.54254,0.6731358653,1.302230784,F,0.31456,C,0.49582,R6.35,0.18388,R10.9,0.00291,R15.45,0.00283,RAI,0,5h4h4d
1.61257,0.45198,5.23493,0.54802,0.6486892284,1.30855388,F,0.31049,C,0.47284,R6.35,0.21186,R10.9,0.00291,R15.45,0.00189,RAI,0,5h4d4c
1.72007,0.44973,5.13628,0.55027,0.6953950029,1.278644995,F,0.33094,C,0.47471,R6.35,0.18885,R10.9,0.00294,R15.45,0.00256,RAI,0,5h5d2h
1.64982,0.44383,5.20308,0.55617,0.6758607087,1.281533931,F,0.32879,C,0.45536,R6.35,0.21045,R10.9,0.00471,R15.45,0.00069,RAI,0,5d5c2h
1.71853,0.45397,5.13601,0.54603,0.6882834127,1.288506229,F,0.32596,C,0.47798,R6.35,0.19056,R10.9,0.003,R15.45,0.00251,RAI,0,5h5d3h
1.64675,0.44903,5.20442,0.55097,0.6667908116,1.293961986,F,0.32289,C,0.46057,R6.35,0.21101,R10.9,0.00413,R15.45,0.0014,RAI,0,5d5c3h
1.72221,0.45834,5.13001,0.54166,0.6831808424,1.297384151,F,0.31776,C,0.49492,R6.35,0.18336,R10.9,0.00309,R15.45,0.00088,RAI,0,5h5d4h
1.65121,0.45318,5.19807,0.54682,0.6624740737,1.302191599,F,0.31547,C,0.46583,R6.35,0.21562,R10.9,0.00275,R15.45,0.00034,RAI,0,5d5c4h
1.63956,0.43643,5.21683,0.56357,0.6830461022,1.268048667,F,0.34596,C,0.44602,R6.35,0.20577,R10.9,0.00221,R15.45,0.00003,RAI,0,5h5d5c
1.77288,0.45205,5.07793,0.54795,0.7130667189,1.269471317,F,0.31169,C,0.50689,R6.35,0.17542,R10.9,0.00292,R15.45,0.00308,RAI,0,6h2h2d
1.73762,0.44659,5.10861,0.55341,0.7074294182,1.26454097,F,0.2965,C,0.50351,R6.35,0.19214,R10.9,0.00466,R15.45,0.00319,RAI,0,6h2d2c
1.84204,0.47199,5.01247,0.52801,0.7095835946,1.300429311,F,0.31697,C,0.63727,R6.35,0.04222,R10.9,0.00166,R15.45,0.00188,RAI,0,6h3h2h
1.76409,0.46285,5.08052,0.53715,0.6929753111,1.295656021,F,0.29288,C,0.54374,R6.35,0.15659,R10.9,0.00374,R15.45,0.00305,RAI,0,6d3h2h
1.75838,0.4622,5.08659,0.5378,0.6917037523,1.295636123,F,0.29208,C,0.54177,R6.35,0.15984,R10.9,0.00362,R15.45,0.00269,RAI,0,6h3h2d
1.76143,0.46186,5.08349,0.53814,0.6934135968,1.294028469,F,0.29331,C,0.53851,R6.35,0.16201,R10.9,0.00373,R15.45,0.00244,RAI,0,6h3d2h
1.72693,0.45669,5.11305,0.54331,0.6875282304,1.289167921,F,0.27251,C,0.54915,R6.35,0.17497,R10.9,0.00243,R15.45,0.00094,RAI,0,6h3d2c
1.70984,0.45251,5.14212,0.54749,0.6870124666,1.286598811,F,0.31824,C,0.49206,R6.35,0.18298,R10.9,0.00347,R15.45,0.00325,RAI,0,6h3h3d
1.66016,0.44654,5.18659,0.55346,0.6759691498,1.283727469,F,0.30684,C,0.48365,R6.35,0.20092,R10.9,0.00489,R15.45,0.0037,RAI,0,6h3d3c
1.86347,0.47607,4.9878,0.52393,0.7116867878,1.304106032,F,0.30782,C,0.64641,R6.35,0.04257,R10.9,0.00318,R15.45,0.00001,RAI,0,6h4h2h
1.79739,0.47072,5.04686,0.52928,0.6942517499,1.306209768,F,0.28839,C,0.5391,R6.35,0.16624,R10.9,0.00407,R15.45,0.0022,RAI,0.00001,6d4h2h
1.79687,0.47,5.04748,0.53,0.6951141191,1.304595601,F,0.2894,C,0.53139,R6.35,0.17078,R10.9,0.00435,R15.45,0.00408,RAI,0,6h4h2d
1.79326,0.46962,5.05109,0.53038,0.6942789407,1.304593105,F,0.29041,C,0.52993,R6.35,0.17201,R10.9,0.00417,R15.45,0.00348,RAI,0,6h4d2h
1.77328,0.46556,5.06556,0.53444,0.6925306242,1.298391466,F,0.26598,C,0.55944,R6.35,0.14487,R10.9,0.02683,R15.45,0.00289,RAI,0,6h4d2c
1.8922,0.47951,4.95762,0.52049,0.71747483,1.304782146,F,0.30375,C,0.63456,R6.35,0.05928,R10.9,0.00217,R15.45,0.00025,RAI,0,6h4h3h
1.83169,0.47581,5.01142,0.52419,0.699931786,1.309631714,F,0.28678,C,0.53036,R6.35,0.17992,R10.9,0.00187,R15.45,0.00108,RAI,0,6d4h3h
1.8374,0.47545,5.00699,0.52455,0.7026453119,1.307576033,F,0.28911,C,0.51826,R6.35,0.18419,R10.9,0.00563,R15.45,0.00281,RAI,0,6h4h3d
1.83378,0.47565,5.00973,0.52435,0.7009661428,1.308790657,F,0.2886,C,0.52048,R6.35,0.18602,R10.9,0.00286,R15.45,0.00203,RAI,0,6h4d3h
1.84848,0.47614,4.99203,0.52386,0.7058580996,1.305386506,F,0.27354,C,0.53652,R6.35,0.15198,R10.9,0.033,R15.45,0.00496,RAI,0,6h4d3c
1.70033,0.45846,5.14893,0.54154,0.6743247185,1.302457532,F,0.31081,C,0.4996,R6.35,0.1849,R10.9,0.00252,R15.45,0.00218,RAI,0,6h4h4d
1.61998,0.45332,5.22592,0.54668,0.6497437049,1.309503757,F,0.30455,C,0.48294,R6.35,0.20803,R10.9,0.00272,R15.45,0.00176,RAI,0,6h4d4c
1.8464,0.47561,5.00304,0.52439,0.7058495479,1.306943203,F,0.30485,C,0.64584,R6.35,0.04541,R10.9,0.00306,R15.45,0.00084,RAI,0,6h5h2h
1.78243,0.47325,5.06036,0.52675,0.6847927951,1.315994223,F,0.28765,C,0.53137,R6.35,0.17507,R10.9,0.00388,R15.45,0.00203,RAI,0,6h5d2h
1.78425,0.47287,5.05876,0.52713,0.6860428871,1.314629853,F,0.28626,C,0.5341,R6.35,0.17205,R10.9,0.00419,R15.45,0.00339,RAI,0,6h5h2d
1.79355,0.4744,5.04887,0.5256,0.6873945894,1.31587903,F,0.28536,C,0.53956,R6.35,0.16736,R10.9,0.00488,R15.45,0.00283,RAI,0,6d5h2h
1.7616,0.46912,5.07554,0.53088,0.6827483696,1.309673551,F,0.26244,C,0.56543,R6.35,0.1443,R10.9,0.02498,R15.45,0.00285,RAI,0,6h5d2c
1.89195,0.48075,4.95641,0.51925,0.7155297245,1.307578809,F,0.30144,C,0.63408,R6.35,0.06141,R10.9,0.00304,R15.45,0.00003,RAI,0,6h5h3h
1.82781,0.48013,5.0152,0.51987,0.6921648487,1.321510646,F,0.28656,C,0.52035,R6.35,0.18728,R10.9,0.00297,R15.45,0.00284,RAI,0,6h5h3d
1.83084,0.48095,5.01202,0.51905,0.6921301589,1.322759069,F,0.28601,C,0.52255,R6.35,0.1868,R10.9,0.00234,R15.45,0.0023,RAI,0,6h5d3h
1.83605,0.48141,5.00582,0.51859,0.6934365324,1.322294634,F,0.28426,C,0.52909,R6.35,0.18337,R10.9,0.00186,R15.45,0.00142,RAI,0,6d5h3h
1.82512,0.48045,5.01467,0.51955,0.6906857986,1.322184675,F,0.27073,C,0.53867,R6.35,0.15479,R10.9,0.03321,R15.45,0.0026,RAI,0,6h5d3c
1.81878,0.47543,5.02616,0.52457,0.6955540345,1.312532267,F,0.29567,C,0.64144,R6.35,0.05912,R10.9,0.00306,R15.45,0.00071,RAI,0,6h5h4h
1.79169,0.47728,5.04655,0.52272,0.6825381808,1.32252108,F,0.27394,C,0.57993,R6.35,0.14344,R10.9,0.00183,R15.45,0.00087,RAI,0,6d5h4h
1.788,0.47703,5.04993,0.52297,0.6814894256,1.322774191,F,0.27318,C,0.58027,R6.35,0.14395,R10.9,0.00152,R15.45,0.00108,RAI,0,6h5h4d
1.78834,0.47722,5.04941,0.52278,0.6813476448,1.323118674,F,0.27331,C,0.58058,R6.35,0.1432,R10.9,0.0018,R15.45,0.0011,RAI,0,6h5d4h
1.78998,0.47736,5.04257,0.52264,0.6817724819,1.321680397,F,0.25272,C,0.62062,R6.35,0.12008,R10.9,0.00377,R15.45,0.00281,RAI,0,6h5d4c
1.72999,0.46146,5.11931,0.53854,0.6816270993,1.302178708,F,0.30815,C,0.51291,R6.35,0.17518,R10.9,0.00297,R15.45,0.00078,RAI,0,6h5h5d
1.66162,0.45718,5.18421,0.54282,0.6608179173,1.308289598,F,0.30428,C,0.48976,R6.35,0.2043,R10.9,0.00127,R15.45,0.00039,RAI,0,6h5d5c
1.72212,0.4526,5.13185,0.5474,0.6918089575,1.284240266,F,0.32606,C,0.47425,R6.35,0.19423,R10.9,0.00333,R15.45,0.00213,RAI,0,6h6d2h
1.66176,0.4478,5.18729,0.5522,0.6747167704,1.286830265,F,0.31704,C,0.46779,R6.35,0.20617,R10.9,0.00506,R15.45,0.00394,RAI,0,6d6c2h
