oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R35,actions/3/action_code,R60,actions/4/action_code,AI,flop
3.31729,0.45865,22.6818,0.54135,0.3616363369,1.575136869,F,0.27399,C,0.5203,R18.2,0.03816,R26.5,0.16755,RAI,0,2h2d2c
5.25209,0.47351,20.7473,0.52649,0.5545912451,1.481458293,F,0.26305,C,0.57491,R18.2,0.10147,R26.5,0.06054,RAI,0.00003,3h2h2d
3.88101,0.4652,22.1196,0.5348,0.4171334907,1.554904905,F,0.27509,C,0.52622,R18.2,0.01073,R26.5,0.18796,RAI,0,3h2d2c
5.44476,0.47391,20.5552,0.52609,0.5744508241,1.468857863,F,0.26016,C,0.583,R18.2,0.10751,R26.5,0.04926,RAI,0.00007,3h3d2h
4.16834,0.46616,21.8324,0.53384,0.4470932954,1.537476649,F,0.26885,C,0.5431,R18.2,0.01141,R26.5,0.17663,RAI,0,3d3c2h
3.65972,0.45915,22.3404,0.54085,0.3985320757,1.552862695,F,0.27247,C,0.5192,R18.2,0.05505,R26.5,0.15328,RAI,0,3h3d3c
5.69231,0.47605,20.306,0.52395,0.5978689195,1.456974848,F,0.26504,C,0.55268,R18.2,0.15877,R26.5,0.02347,RAI,0.00004,4h2h2d
4.44316,0.46777,21.5583,0.53223,0.4749299827,1.522767855,F,0.27165,C,0.53972,R18.2,0.01493,R26.5,0.1737,RAI,0,4h2d2c
7.04241,0.50534,18.9561,0.49466,0.6967992019,1.440656232,F,0.31464,C,0.49427,R18.2,0.18229,R26.5,0.0088,RAI,0.00001,4h3h2h
6.82327,0.48259,19.1761,0.51741,0.7069427451,1.393298975,F,0.28362,C,0.53182,R18.2,0.153,R26.5,0.00642,RAI,0.02514,4h3h2d
6.83891,0.48264,19.1616,0.51736,0.7084897779,1.392378509,F,0.28453,C,0.52993,R18.2,0.15448,R26.5,0.00753,RAI,0.02353,4h3d2h
6.85181,0.4828,19.1479,0.5172,0.7095909156,1.391811123,F,0.28453,C,0.53074,R18.2,0.15404,R26.5,0.00776,RAI,0.02293,4d3h2h
5.96492,0.47248,20.0344,0.52752,0.6312351905,1.427764635,F,0.27631,C,0.54054,R18.2,0.06518,R26.5,0.11326,RAI,0.00471,4h3d2c
5.98781,0.47589,20.0118,0.52411,0.629117023,1.435431544,F,0.2628,C,0.55052,R18.2,0.1712,R26.5,0.01545,RAI,0.00004,4h3h3d
4.82372,0.46852,21.1756,0.53148,0.5147827335,1.497844471,F,0.26935,C,0.53811,R18.2,0.03703,R26.5,0.15551,RAI,0,4h3d3c
5.79817,0.47591,20.2011,0.52409,0.6091666484,1.449065289,F,0.26288,C,0.56506,R18.2,0.15033,R26.5,0.02161,RAI,0.00011,4h4d2h
4.59971,0.46828,21.4013,0.53172,0.4911281829,1.513126898,F,0.26632,C,0.55344,R18.2,0.0257,R26.5,0.15455,RAI,0,4d4c2h
5.88026,0.4751,20.1187,0.5249,0.618844439,1.440923855,F,0.26347,C,0.55465,R18.2,0.16282,R26.5,0.01894,RAI,0.00012,4h4d3h
4.68485,0.46806,21.3156,0.53194,0.5004540388,1.506442972,F,0.26982,C,0.54329,R18.2,0.0268,R26.5,0.16008,RAI,0.00001,4d4c3h
