oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R50,actions/3/action_code,R100,actions/4/action_code,R150,actions/5/action_code,AI,flop
1.4649,0.4181,5.3951,0.5819,0.6370376895,1.27007185,F,0.3516,C,0.45921,R6.35,0.16713,R10.9,0.02093,R15.45,0.00113,RAI,0,2h2d2c
1.77528,0.43616,5.08341,0.56384,0.7400453571,1.235026851,F,0.33583,C,0.47532,R6.35,0.17747,R10.9,0.00489,R15.45,0.0065,RAI,0,3h2h2d
1.78749,0.43247,5.06805,0.56753,0.7514930245,1.223289414,F,0.32488,C,0.4639,R6.35,0.20121,R10.9,0.00545,R15.45,0.00457,RAI,0,3h2d2c
1.72017,0.43523,5.14049,0.56477,0.7186044047,1.246838077,F,0.34439,C,0.45475,R6.35,0.18959,R10.9,0.0045,R15.45,0.00677,RAI,0,3h3d2h
1.72381,0.43185,5.13421,0.56815,0.7257612648,1.237906316,F,0.33763,C,0.44047,R6.35,0.20561,R10.9,0.00797,R15.45,0.00832,RAI,0,3d3c2h
1.53693,0.42439,5.32089,0.57561,0.6584552407,1.266289774,F,0.34058,C,0.46978,R6.35,0.1834,R10.9,0.00338,R15.45,0.00199,RAI,0.00087,3h3d3c
1.77154,0.43836,5.08506,0.56164,0.7347800575,1.240266982,F,0.32872,C,0.48338,R6.35,0.17717,R10.9,0.00472,R15.45,0.00602,RAI,0,4h2h2d
1.79348,0.43469,5.05832,0.56531,0.75016053,1.22573553,F,0.31301,C,0.48383,R6.35,0.19374,R10.9,0.0055,R15.45,0.00392,RAI,0,4h2d2c
1.77959,0.46007,5.07768,0.53993,0.7032882176,1.288264471,F,0.32127,C,0.63133,R6.35,0.04467,R10.9,0.00272,R15.45,0,RAI,0,4h3h2h
1.71696,0.45042,5.1303,0.54958,0.6930743359,1.278759883,F,0.29407,C,0.55248,R6.35,0.15281,R10.9,0.00055,R15.45,0.00008,RAI,0,4h3h2d
1.71677,0.45068,5.12898,0.54932,0.6925978924,1.279035979,F,0.29465,C,0.54889,R6.35,0.15586,R10.9,0.00052,R15.45,0.00009,RAI,0,4h3d2h
1.71655,0.45055,5.12941,0.54945,0.6927089238,1.278840478,F,0.29447,C,0.55035,R6.35,0.15448,R10.9,0.00062,R15.45,0.00008,RAI,0,4d3h2h
1.75194,0.45233,5.09257,0.54767,0.7042083266,1.273782198,F,0.28429,C,0.55275,R6.35,0.16266,R10.9,0.00029,R15.45,0,RAI,0,4h3d2c
1.69699,0.44046,5.15847,0.55954,0.700503204,1.262894128,F,0.32904,C,0.47215,R6.35,0.19152,R10.9,0.0032,R15.45,0.0041,RAI,0,4h3h3d
1.69754,0.43673,5.1552,0.56327,0.7067150101,1.253735891,F,0.32017,C,0.46231,R6.35,0.2046,R10.9,0.00522,R15.45,0.00769,RAI,0,4h3d3c
1.70196,0.43812,5.15638,0.56188,0.7063070883,1.257125113,F,0.34008,C,0.45552,R6.35,0.19708,R10.9,0.00296,R15.45,0.00435,RAI,0,4h4d2h
1.67101,0.43387,5.18538,0.56613,0.7002558641,1.254704833,F,0.33529,C,0.441,R6.35,0.21004,R10.9,0.00582,R15.45,0.00785,RAI,0,4d4c2h
1.69531,0.44152,5.16218,0.55848,0.6981295918,1.266200951,F,0.33441,C,0.45993,R6.35,0.1994,R10.9,0.00234,R15.45,0.00392,RAI,0,4h4d3h
1.67093,0.43786,5.18286,0.56214,0.6938415276,1.262996448,F,0.32713,C,0.45078,R6.35,0.21045,R10.9,0.00411,R15.45,0.00753,RAI,0,4d4c3h
1.56132,0.42321,5.29605,0.57679,0.6707694936,1.257799793,F,0.34703,C,0.45801,R6.35,0.19356,R10.9,0.00128,R15.45,0.00011,RAI,0,4h4d4c
1.76544,0.4411,5.08871,0.5589,0.7277014002,1.247241976,F,0.32375,C,0.49009,R6.35,0.17722,R10.9,0.00446,R15.45,0.00447,RAI,0,5h2h2d
1.77532,0.43659,5.07454,0.56341,0.7393331833,1.233812861,F,0.30926,C,0.49104,R6.35,0.1916,R10.9,0.00538,R15.45,0.00272,RAI,0,5h2d2c
1.79255,0.46237,5.06291,0.53763,0.7048860656,1.290012273,F,0.31529,C,0.63122,R6.35,0.05124,R10.9,0.00225,R15.45,0,RAI,0,5h3h2h
1.73424,0.45287,5.11104,0.54713,0.696262428,1.279663875,F,0.29168,C,0.55632,R6.35,0.1517,R10.9,0.00027,R15.45,0.00002,RAI,0,5d3h2h
1.73109,0.45279,5.11468,0.54721,0.6951205475,1.280387965,F,0.29505,C,0.5391,R6.35,0.16528,R10.9,0.00053,R15.45,0.00004,RAI,0,5h3h2d
1.72967,0.45286,5.11831,0.54714,0.6944430173,1.281460595,F,0.29551,C,0.53715,R6.35,0.16685,R10.9,0.00044,R15.45,0.00004,RAI,0,5h3d2h
1.74834,0.45732,5.09677,0.54268,0.6950931485,1.2865549,F,0.28849,C,0.53866,R6.35,0.16986,R10.9,0.00293,R15.45,0.00007,RAI,0,5h3d2c
1.70579,0.44381,5.14783,0.55619,0.6988207879,1.267879997,F,0.32115,C,0.48675,R6.35,0.1844,R10.9,0.00354,R15.45,0.00414,RAI,0,5h3h3d
1.6758,0.4386,5.17389,0.5614,0.6946896952,1.262472524,F,0.31078,C,0.47797,R6.35,0.20028,R10.9,0.00482,R15.45,0.00615,RAI,0,5h3d3c
1.79898,0.46504,5.05535,0.53496,0.7033529879,1.294514938,F,0.31195,C,0.63398,R6.35,0.05097,R10.9,0.0031,R15.45,0.00001,RAI,0,5h4h2h
1.73397,0.45662,5.11028,0.54338,0.6904368528,1.288303458,F,0.2898,C,0.54899,R6.35,0.16031,R10.9,0.00078,R15.45,0.00012,RAI,0,5h4h2d
1.73522,0.45749,5.10944,0.54251,0.6896206241,1.29015742,F,0.28821,C,0.55251,R6.35,0.15886,R10.9,0.00039,R15.45,0.00003,RAI,0,5h4d2h
1.73864,0.45756,5.10553,0.54244,0.690874099,1.289336416,F,0.28729,C,0.55926,R6.35,0.15322,R10.9,0.00021,R15.45,0.00002,RAI,0,5d4h2h
1.73679,0.4628,5.1024,0.5372,0.6823249612,1.301114881,F,0.28476,C,0.53851,R6.35,0.17333,R10.9,0.00299,R15.45,0.00041,RAI,0,5h4d2c
1.79065,0.46575,5.05962,0.53425,0.6990289274,1.29733007,F,0.30041,C,0.64707,R6.35,0.04926,R10.9,0.00325,R15.45,0,RAI,0,5h4h3h
1.72055,0.45787,5.11775,0.54213,0.6832228745,1.293161558,F,0.26976,C,0.59816,R6.35,0.13183,R10.9,0.00022,R15.45,0.00002,RAI,0,5d4h3h
1.71995,0.45714,5.1177,0.54286,0.6840752846,1.291410023,F,0.27034,C,0.59347,R6.35,0.13586,R10.9,0.00031,R15.45,0.00002,RAI,0,5h4h3d
1.72125,0.45786,5.11799,0.54214,0.683515836,1.293198277,F,0.26966,C,0.59514,R6.35,0.13487,R10.9,0.0003,R15.45,0.00003,RAI,0,5h4d3h
1.72351,0.46114,5.12902,0.53886,0.6795451595,1.30387388,F,0.26752,C,0.59156,R6.35,0.14002,R10.9,0.00061,R15.45,0.0003,RAI,0,5h4d3c
1.69957,0.44995,5.15153,0.55005,0.6867712188,1.282954252,F,0.31472,C,0.49593,R6.35,0.18122,R10.9,0.00376,R15.45,0.00438,RAI,0,5h4h4d
1.65079,0.44628,5.1966,0.55372,0.672545555,1.285601047,F,0.30783,C,0.47657,R6.35,0.20855,R10.9,0.0038,R15.45,0.00325,RAI,0,5h4d4c
1.71211,0.44164,5.14479,0.55836,0.7048563136,1.262206823,F,0.3353,C,0.46648,R6.35,0.1931,R10.9,0.00216,R15.45,0.00295,RAI,0,5h5d2h
1.66065,0.43699,5.19367,0.56301,0.6909457225,1.263674969,F,0.33046,C,0.4506,R6.35,0.20906,R10.9,0.00533,R15.45,0.00455,RAI,0,5d5c2h
1.71291,0.44615,5.14158,0.55385,0.6980571302,1.271690978,F,0.32766,C,0.47364,R6.35,0.19376,R10.9,0.00195,R15.45,0.00298,RAI,0,5h5d3h
1.65564,0.44127,5.19505,0.55873,0.6821797536,1.273693277,F,0.31712,C,0.47018,R6.35,0.2055,R10.9,0.00387,R15.45,0.00333,RAI,0,5d5c3h
1.71408,0.45152,5.13796,0.54848,0.6902261418,1.28323761,F,0.31937,C,0.48713,R6.35,0.18532,R10.9,0.0035,R15.45,0.00468,RAI,0,5h5d4h
1.65938,0.4478,5.18812,0.5522,0.6737504245,1.287036091,F,0.30994,C,0.47585,R6.35,0.20699,R10.9,0.00367,R15.45,0.00356,RAI,0,5d5c4h
1.51785,0.41999,5.34523,0.58001,0.6570935802,1.262432209,F,0.36846,C,0.45052,R6.35,0.18033,R10.9,0.00066,R15.45,0.00003,RAI,0,5h5d5c
1.78779,0.44719,5.06288,0.55281,0.7268783429,1.254581491,F,0.31396,C,0.51453,R6.35,0.16607,R10.9,0.00274,R15.45,0.00269,RAI,0,6h2h2d
1.75278,0.44193,5.09476,0.55807,0.7211261251,1.250582034,F,0.30641,C,0.49789,R6.35,0.18767,R10.9,0.00534,R15.45,0.0027,RAI,0,6h2d2c
1.82509,0.46713,5.02992,0.53287,0.7103687429,1.293054887,F,0.318,C,0.63799,R6.35,0.04127,R10.9,0.00275,R15.45,0,RAI,0,6h3h2h
1.75155,0.45797,5.09159,0.54203,0.6953809934,1.286788742,F,0.28964,C,0.55153,R6.35,0.15476,R10.9,0.00236,R15.45,0.0017,RAI,0,6d3h2h
1.74427,0.4568,5.09886,0.5432,0.6942644143,1.285850373,F,0.28989,C,0.55058,R6.35,0.15543,R10.9,0.00218,R15.45,0.00192,RAI,0,6h3h2d
1.7466,0.45666,5.09662,0.54334,0.695404985,1.284954355,F,0.29056,C,0.54689,R6.35,0.1582,R10.9,0.00233,R15.45,0.00202,RAI,0,6h3d2h
1.72073,0.45228,5.11587,0.54772,0.6917395865,1.279493336,F,0.26727,C,0.56427,R6.35,0.16519,R10.9,0.00299,R15.45,0.00028,RAI,0,6h3d2c
1.72107,0.4462,5.13037,0.5538,0.7013039405,1.269032948,F,0.31752,C,0.49906,R6.35,0.17512,R10.9,0.00334,R15.45,0.00496,RAI,0,6h3h3d
1.68769,0.44126,5.15845,0.55874,0.6954011782,1.264697316,F,0.30513,C,0.49122,R6.35,0.19271,R10.9,0.00585,R15.45,0.00509,RAI,0,6h3d3c
1.84565,0.47277,5.00704,0.52723,0.709801205,1.300942401,F,0.30928,C,0.6431,R6.35,0.04347,R10.9,0.00279,R15.45,0.00135,RAI,0,6h4h2h
