oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R35,actions/3/action_code,R55,actions/4/action_code,R83,actions/5/action_code,R120,actions/6/action_code,AI,flop
2.76822,0.42841,18.5821,0.57159,0.3916129605,1.481069425,F,0.2902,C,0.48416,R15.05,0,R20.5,0.02038,R28.2,0.20526,R38.35,0,RAI,0,2h2d2c
5.33331,0.45196,16.0163,0.54804,0.7151759418,1.331416991,F,0.26457,C,0.55397,R15.05,0.08651,R20.5,0.05694,R28.2,0.01112,R38.35,0.0129,RAI,0.01398,3h2h2d
4.55151,0.44128,16.7679,0.55872,0.6251112166,1.367253867,F,0.2846,C,0.52527,R15.05,0.03265,R20.5,0.05544,R28.2,0.08832,R38.35,0.00685,RAI,0.00687,3h2d2c
5.34359,0.45065,16.0208,0.54935,0.7186373495,1.328621709,F,0.26855,C,0.54265,R15.05,0.10783,R20.5,0.04687,R28.2,0.00964,R38.35,0.01168,RAI,0.01278,3h3d2h
4.63021,0.44075,16.7052,0.55925,0.6366846997,1.360854411,F,0.28876,C,0.51712,R15.05,0.05579,R20.5,0.04495,R28.2,0.08071,R38.35,0.00685,RAI,0.0058,3d3c2h
2.96462,0.43003,18.3861,0.56997,0.417817248,1.469614168,F,0.32632,C,0.45714,R15.05,0,R20.5,0.02541,R28.2,0.19113,R38.35,0,RAI,0,3h3d3c
5.20697,0.44937,16.1696,0.55063,0.7022586169,1.337846303,F,0.26991,C,0.54668,R15.05,0.09333,R20.5,0.05438,R28.2,0.0103,R38.35,0.01256,RAI,0.01285,4h2h2d
4.56155,0.44065,16.7991,0.55935,0.627385891,1.36825664,F,0.29098,C,0.52398,R15.05,0.01404,R20.5,0.05147,R28.2,0.10596,R38.35,0.00725,RAI,0.00632,4h2d2c
5.83841,0.46661,15.5126,0.53339,0.7583271111,1.324970875,F,0.31577,C,0.62553,R15.05,0.05677,R20.5,0.00193,R28.2,0,R38.35,0,RAI,0,4h3h2h
6.13032,0.44657,15.2185,0.55343,0.8319738056,1.252783513,F,0.29942,C,0.50682,R15.05,0.18962,R20.5,0.0036,R28.2,0.00054,R38.35,0,RAI,0,4h3h2d
6.12655,0.44692,15.224,0.55308,0.8308110319,1.254025242,F,0.30035,C,0.50528,R15.05,0.19023,R20.5,0.00352,R28.2,0.00062,R38.35,0,RAI,0,4h3d2h
6.1574,0.44775,15.1929,0.55225,0.8334467085,1.253343541,F,0.3028,C,0.49711,R15.05,0.19232,R20.5,0.00419,R28.2,0.00087,R38.35,0,RAI,0.00272,4d3h2h
6.77174,0.44993,14.5756,0.55007,0.9121607167,1.207188669,F,0.27837,C,0.5612,R15.05,0.1596,R20.5,0.00081,R28.2,0.00003,R38.35,0,RAI,0,4h3d2c
5.49708,0.45083,15.8317,0.54917,0.7389844181,1.313369018,F,0.25943,C,0.56322,R15.05,0.10357,R20.5,0.03977,R28.2,0.01016,R38.35,0.01212,RAI,0.01175,4h3h3d
4.875,0.44153,16.4745,0.55847,0.6691607652,1.34393614,F,0.27218,C,0.5558,R15.05,0.02653,R20.5,0.05674,R28.2,0.07597,R38.35,0.00714,RAI,0.00564,4h3d3c
