oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R35,actions/3/action_code,R55,actions/4/action_code,R83,actions/5/action_code,R120,actions/6/action_code,AI,flop
2.33115,0.43915,24.4684,0.56085,0.3217165427,1.592240955,F,0.53372,C,0.17134,R24.3,0.29494,R31.95,0,R42.7,0,R56.85,0,RAI,0,2h2d2c
3.77901,0.44856,23.0209,0.55144,0.5105914768,1.52360947,F,0.46832,C,0.37699,R24.3,0.07538,R31.95,0.02584,R42.7,0,R56.85,0.00012,RAI,0.05336,3h2h2d
3.12667,0.44396,23.6736,0.55604,0.4268293084,1.553843776,F,0.48593,C,0.27583,R24.3,0.20165,R31.95,0.03659,R42.7,0,R56.85,0,RAI,0,3h2d2c
3.99506,0.44947,22.8055,0.55053,0.5386896551,1.511848296,F,0.46611,C,0.37819,R24.3,0.09604,R31.95,0.00799,R42.7,0,R56.85,0.00009,RAI,0.05158,3h3d2h
3.38467,0.445,23.4151,0.555,0.460969707,1.539754732,F,0.47727,C,0.30256,R24.3,0.17582,R31.95,0.04435,R42.7,0,R56.85,0,RAI,0,3d3c2h
2.42101,0.43953,24.3796,0.56047,0.3338290556,1.587533685,F,0.53731,C,0.1821,R24.3,0.2806,R31.95,0,R42.7,0,R56.85,0,RAI,0,3h3d3c
3.77552,0.45119,23.0246,0.54881,0.507146439,1.531158216,F,0.47863,C,0.34804,R24.3,0.14422,R31.95,0.00255,R42.7,0,R56.85,0.00009,RAI,0.02647,4h2h2d
3.19656,0.44739,23.6035,0.55261,0.4330246713,1.558858661,F,0.5158,C,0.20878,R24.3,0.26236,R31.95,0.01306,R42.7,0,R56.85,0,RAI,0,4h2d2c
5.1684,0.4814,21.6225,0.5186,0.6506779055,1.521675423,F,0.50488,C,0.41433,R24.3,0.05275,R31.95,0.00692,R42.7,0.007,R56.85,0.00711,RAI,0.00702,4h3h2h
6.18851,0.46233,20.6071,0.53767,0.8112413159,1.398784882,F,0.45316,C,0.41225,R24.3,0.10769,R31.95,0.00823,R42.7,0.00446,R56.85,0.00402,RAI,0.01019,4h3h2d
6.1723,0.46274,20.6279,0.53726,0.8083994818,1.401261953,F,0.45521,C,0.40656,R24.3,0.10967,R31.95,0.00829,R42.7,0.00503,R56.85,0.00448,RAI,0.01075,4h3d2h
6.158,0.46531,20.6289,0.53469,0.802071984,1.408068686,F,0.463,C,0.3849,R24.3,0.11572,R31.95,0.00867,R42.7,0.00784,R56.85,0.00617,RAI,0.01372,4d3h2h
6.40442,0.46116,20.3949,0.53884,0.8416745968,1.381371751,F,0.42642,C,0.44317,R24.3,0.13041,R31.95,0,R42.7,0,R56.85,0,RAI,0,4h3d2c
3.99568,0.45184,22.8043,0.54816,0.5359472885,1.518303708,F,0.47101,C,0.3574,R24.3,0.13886,R31.95,0.00988,R42.7,0.00002,R56.85,0.00027,RAI,0.02254,4h3h3d
3.51419,0.44822,23.2859,0.55178,0.4751711273,1.540196502,F,0.48881,C,0.26947,R24.3,0.19431,R31.95,0.04742,R42.7,0,R56.85,0,RAI,0,4h3d3c
4.63525,0.45394,22.1647,0.54606,0.6188576583,1.481393177,F,0.48338,C,0.3461,R24.3,0.15341,R31.95,0,R42.7,0,R56.85,0,RAI,0.0171,4h4d2h
4.22665,0.45141,22.5731,0.54859,0.5674677633,1.501731136,F,0.48605,C,0.28255,R24.3,0.23141,R31.95,0,R42.7,0,R56.85,0,RAI,0,4d4c2h
4.61465,0.45389,22.1847,0.54611,0.6161751666,1.482594947,F,0.48277,C,0.34642,R24.3,0.14642,R31.95,0.00001,R42.7,0,R56.85,0.00008,RAI,0.0243,4h4d3h
