oop_ev,oop_eq,ip_ev,ip_eq,oop_eqr,ip_eqr,actions/0/action_code,Fold,actions/1/action_code,Call,actions/2/action_code,R35,actions/3/action_code,R55,actions/4/action_code,R83,actions/5/action_code,R120,actions/6/action_code,AI,flop
3.04954,0.42883,18.3001,0.57117,0.4309880596,1.459668724,F,0.31547,C,0.46066,R15.05,0,R20.5,0.14779,R28.2,0.07609,R38.35,0,RAI,0,2h2d2c
4.96815,0.44975,16.3733,0.55025,0.6694830556,1.355631535,F,0.26147,C,0.54947,R15.05,0.05264,R20.5,0.097,R28.2,0.01355,R38.35,0.01163,RAI,0.01424,3h2h2d
3.92022,0.43207,17.4192,0.56793,0.5498856478,1.397328069,F,0.27838,C,0.51781,R15.05,0.01386,R20.5,0.09151,R28.2,0.08573,R38.35,0.00601,RAI,0.00671,3h2d2c
5.03941,0.44966,16.3416,0.55034,0.6792216178,1.352788169,F,0.26388,C,0.545,R15.05,0.05016,R20.5,0.10643,R28.2,0.01042,R38.35,0.01097,RAI,0.01314,3h3d2h
4.06055,0.43348,17.2744,0.56652,0.5677169775,1.389162175,F,0.2831,C,0.51344,R15.05,0.01407,R20.5,0.09674,R28.2,0.0808,R38.35,0.00606,RAI,0.0058,3d3c2h
3.12227,0.42934,18.2281,0.57066,0.4407427428,1.455226608,F,0.34408,C,0.43292,R15.05,0.00079,R20.5,0.17522,R28.2,0.04699,R38.35,0,RAI,0,3h3d3c
4.68404,0.44847,16.6736,0.55153,0.6329993502,1.377287632,F,0.26785,C,0.54058,R15.05,0.05015,R20.5,0.1132,R28.2,0.00955,R38.35,0.0096,RAI,0.00908,4h2h2d
3.89161,0.43345,17.4561,0.56655,0.5441345913,1.403701257,F,0.29316,C,0.49502,R15.05,0.00555,R20.5,0.1085,R28.2,0.09253,R38.35,0.0047,RAI,0.00053,4h2d2c
5.6869,0.46254,15.6634,0.53746,0.7451476931,1.327717334,F,0.33555,C,0.60273,R15.05,0.05759,R20.5,0.00413,R28.2,0,R38.35,0,RAI,0,4h3h2h
6.17545,0.45002,15.1753,0.54998,0.8316734809,1.257062909,F,0.29506,C,0.52233,R15.05,0.17055,R20.5,0.01206,R28.2,0,R38.35,0,RAI,0,4h3h2d
6.1726,0.45014,15.1765,0.54986,0.831068018,1.257437482,F,0.29627,C,0.52032,R15.05,0.17104,R20.5,0.01237,R28.2,0,R38.35,0,RAI,0,4h3d2h
6.17736,0.45063,15.1727,0.54937,0.8308045413,1.25824065,F,0.30158,C,0.50458,R15.05,0.18008,R20.5,0.01377,R28.2,0,R38.35,0,RAI,0,4d3h2h
6.38099,0.44768,14.9694,0.55232,0.8638462103,1.234752647,F,0.25889,C,0.57778,R15.05,0.15553,R20.5,0.00781,R28.2,0,R38.35,0,RAI,0,4h3d2c
4.87216,0.4523,16.4954,0.5477,0.6528463714,1.372103548,F,0.25934,C,0.5515,R15.05,0.05469,R20.5,0.10669,R28.2,0.00893,R38.35,0.00893,RAI,0.00992,4h3h3d
4.1183,0.43831,17.2327,0.56169,0.5694461421,1.39772461,F,0.28129,C,0.51369,R15.05,0.00975,R20.5,0.10405,R28.2,0.08067,R38.35,0.00605,RAI,0.00451,4h3d3c
5.20262,0.44919,16.1452,0.55081,0.7019530962,1.335384415,F,0.27816,C,0.52488,R15.05,0.0456,R20.5,0.1358,R28.2,0.00687,R38.35,0.00579,RAI,0.0029,4h4d2h
4.82843,0.4393,16.5213,0.5607,0.6661327827,1.342392979,F,0.29124,C,0.49578,R15.05,0.00386,R20.5,0.19354,R28.2,0.01558,R38.35,0,RAI,0,4d4c2h
5.1593,0.44965,16.2021,0.55035,0.6953960784,1.341214797,F,0.26986,C,0.53323,R15.05,0.05564,R20.5,0.12099,R28.2,0.00796,R38.35,0.00785,RAI,0.00447,4h4d3h
4.76689,0.43953,16.5816,0.56047,0.657298562,1.347847024,F,0.28019,C,0.51114,R15.05,0.00356,R20.5,0.17525,R28.2,0.02968,R38.35,0.00018,RAI,0,4d4c3h
3.29844,0.42788,18.0528,0.57212,0.4671998186,1.43754901,F,0.36184,C,0.44249,R15.05,0.00694,R20.5,0.17654,R28.2,0.01218,R38.35,0,RAI,0,4h4d4c
4.76255,0.4473,16.5893,0.5527,0.6452926332,1.367429321,F,0.272,C,0.53202,R15.05,0.04699,R20.5,0.12509,R28.2,0.00952,R38.35,0.0085,RAI,0.00589,5h2h2d
4.05824,0.43346,17.2851,0.56654,0.5674201476,1.38997751,F,0.29437,C,0.49196,R15.05,0.00241,R20.5,0.12501,R28.2,0.0859,R38.35,0.00034,RAI,0,5h2d2c
5.50144,0.45853,15.8483,0.54147,0.727151119,1.333439196,F,0.33745,C,0.56645,R15.05,0.09508,R20.5,0.00103,R28.2,0,R38.35,0,RAI,0,5h3h2h
6.06151,0.45087,15.2868,0.54913,0.8147897215,1.268256662,F,0.25781,C,0.58932,R15.05,0.11594,R20.5,0.02708,R28.2,0,R38.35,0,RAI,0.00985,5d3h2h
6.00615,0.45039,15.3442,0.54961,0.8082085924,1.271907874,F,0.24889,C,0.60561,R15.05,0.11081,R20.5,0.02718,R28.2,0,R38.35,0,RAI,0.00752,5h3h2d
6.01879,0.45048,15.3314,0.54952,0.8097476604,1.271055858,F,0.24987,C,0.60435,R15.05,0.11027,R20.5,0.02651,R28.2,0,R38.35,0,RAI,0.009,5h3d2h
5.69641,0.44437,15.6521,0.55563,0.7769133365,1.283367373,F,0.24617,C,0.57516,R15.05,0.13565,R20.5,0.04224,R28.2,0.00073,R38.35,0.00005,RAI,0,5h3d2c
4.8336,0.4493,16.514,0.5507,0.6520041465,1.366159374,F,0.26941,C,0.53568,R15.05,0.05031,R20.5,0.12036,R28.2,0.00891,R38.35,0.00806,RAI,0.00728,5h3h3d
